x,y
0.97866603518,-0.0029867423858
0.97857696403,-0.0029990469216
0.97848753515,-0.0030113995106
0.97839774713,-0.0030238003352
0.97830759851,-0.0030362495783
0.97821708786,-0.0030487474235
0.9781262137,-0.0030612940549
0.97803497459,-0.0030738896576
0.97794336905,-0.003086534417
0.97785139562,-0.0030992285193
0.97775905282,-0.0031119721515
0.97766633917,-0.0031247655009
0.97757325317,-0.0031376087558
0.97747979333,-0.0031505021051
0.97738595815,-0.0031634457382
0.97729174613,-0.0031764398454
0.97719715574,-0.0031894846176
0.97710218547,-0.0032025802462
0.97700683379,-0.0032157269235
0.97691109918,-0.0032289248424
0.97681498009,-0.0032421741964
0.97671847498,-0.0032554751799
0.97662158229,-0.0032688279877
0.97652430049,-0.0032822328155
0.97642662799,-0.0032956898596
0.97632856323,-0.0033091993171
0.97623010464,-0.0033227613856
0.97613125063,-0.0033363762635
0.97603199961,-0.0033500441499
0.97593235,-0.0033637652447
0.97583230019,-0.0033775397482
0.97573184858,-0.0033913678618
0.97563099354,-0.0034052497873
0.97552973346,-0.0034191857273
0.97542806672,-0.0034331758851
0.97532599167,-0.0034472204649
0.97522350669,-0.0034613196712
0.97512061012,-0.0034754737096
0.97501730031,-0.0034896827863
0.9749135756,-0.0035039471082
0.97480943432,-0.0035182668828
0.97470487481,-0.0035326423185
